epoch,train_loss,val_loss
1,0.6209400296211243,0.4058375060558319
2,0.48496904969215393,0.39443930983543396
3,0.37952354550361633,0.3809364438056946
4,0.3322578966617584,0.3656652569770813
5,0.2675700783729553,0.3491009473800659
6,0.24086037278175354,0.3317528963088989
7,0.21779751777648926,0.31444820761680603
8,0.20448487997055054,0.29773014783859253
9,0.20182311534881592,0.28252702951431274
10,0.19953685998916626,0.26876282691955566
11,0.19995814561843872,0.25666242837905884
12,0.1778320074081421,0.2459799349308014
13,0.17508508265018463,0.23676520586013794
14,0.1666429042816162,0.22898225486278534
15,0.1724953055381775,0.22249826788902283
16,0.1543286293745041,0.21716801822185516
17,0.14335109293460846,0.21241812407970428
18,0.15091152489185333,0.20792925357818604
19,0.13166414201259613,0.2034589797258377
20,0.13570894300937653,0.19865022599697113
21,0.13832581043243408,0.1930772066116333
22,0.13176359236240387,0.18701082468032837
23,0.1311197429895401,0.1802361011505127
24,0.13386361300945282,0.172077476978302
25,0.11981919407844543,0.16342979669570923
26,0.12509845197200775,0.15412697196006775
27,0.11797432601451874,0.14431211352348328
28,0.11326504498720169,0.13389445841312408
29,0.1065763458609581,0.1243402436375618
30,0.11261654645204544,0.11536615341901779
31,0.10266036540269852,0.10739351809024811
32,0.10234428942203522,0.10022104531526566
33,0.09879917651414871,0.09424316138029099
34,0.11229389905929565,0.0894472599029541
35,0.10865554958581924,0.08549131453037262
36,0.10101815313100815,0.0821291133761406
37,0.09719929844141006,0.07924527674913406
38,0.10448295623064041,0.07686809450387955
39,0.10607484728097916,0.07466518878936768
40,0.09230566024780273,0.07266706973314285
41,0.09815441817045212,0.07113237679004669
42,0.09811834990978241,0.06979335099458694
43,0.09702053666114807,0.06868693977594376
44,0.09062585234642029,0.0678190216422081
45,0.08833035081624985,0.06729482114315033
46,0.09985952824354172,0.06679021567106247
47,0.09237845242023468,0.06639464944601059
48,0.08319785445928574,0.0661129280924797
49,0.0881444588303566,0.06592649966478348
50,0.09016754478216171,0.06577857583761215
51,0.08993105590343475,0.06557565927505493
52,0.08111090213060379,0.0652063712477684
53,0.08596073091030121,0.06501398980617523
54,0.087753064930439,0.06466776132583618
55,0.08247649669647217,0.06442161649465561
56,0.08103132247924805,0.06417664885520935
57,0.07831290364265442,0.06391201168298721
58,0.0778895691037178,0.0636439397931099
59,0.07913756370544434,0.06354821473360062
60,0.08155897259712219,0.06335585564374924
61,0.08527269214391708,0.06328460574150085
62,0.08280715346336365,0.06323903799057007
63,0.07901323586702347,0.06326150894165039
64,0.07700007408857346,0.0632367730140686
65,0.07704879343509674,0.06310616433620453
66,0.08284049481153488,0.06287319213151932
67,0.07599405944347382,0.06258934736251831
68,0.07589080184698105,0.06238371133804321
69,0.07979842275381088,0.062140703201293945
70,0.07959660142660141,0.06186917424201965
71,0.07843310385942459,0.061575401574373245
72,0.07789378613233566,0.06123056262731552
73,0.06985138356685638,0.06086423993110657
74,0.07377247512340546,0.06052176281809807
75,0.07723774760961533,0.060161687433719635
76,0.07556387782096863,0.059699125587940216
77,0.07513292133808136,0.059379931539297104
78,0.07644972205162048,0.05912616848945618
79,0.06488211452960968,0.05887159705162048
80,0.06993551552295685,0.05871303007006645
81,0.07525957375764847,0.058642853051424026
82,0.07050681859254837,0.058497875928878784
83,0.07209572941064835,0.05839274078607559
84,0.06883347779512405,0.05826900154352188
85,0.06597862392663956,0.05813286826014519
86,0.0766359195113182,0.05795812979340553
87,0.07180344313383102,0.057802241295576096
88,0.07083377987146378,0.05757080018520355
89,0.06795118004083633,0.0574987530708313
90,0.0651179850101471,0.05729631707072258
91,0.07013271003961563,0.057146817445755005
92,0.07255770266056061,0.056965287774801254
93,0.06282451003789902,0.056854233145713806
94,0.06810005754232407,0.0568198561668396
95,0.070551797747612,0.05678825452923775
96,0.07368894666433334,0.05664129555225372
97,0.06557334214448929,0.056595321744680405
98,0.07192017138004303,0.05642608180642128
99,0.06293509900569916,0.0562594048678875
100,0.062703438103199,0.0561160109937191
101,0.06077682226896286,0.05587949603796005
102,0.0667145699262619,0.0557653047144413
103,0.0647016316652298,0.0557430274784565
104,0.06418896466493607,0.05567863583564758
105,0.06300226598978043,0.05554521456360817
106,0.05909295752644539,0.05544348806142807
107,0.058920301496982574,0.05534406751394272
108,0.060545310378074646,0.05521557107567787
109,0.05929906293749809,0.055167727172374725
110,0.05965103954076767,0.055150240659713745
111,0.05989391729235649,0.05509652569890022
112,0.060555897653102875,0.05504533648490906
