epoch,train_loss,val_loss
1,0.5355820059776306,0.5883394479751587
2,0.33861684799194336,0.31194284558296204
3,0.290819376707077,0.22547930479049683
4,0.3029043972492218,0.2107750028371811
5,0.27287551760673523,0.21362319588661194
6,0.2602512836456299,0.21538062393665314
7,0.2254168689250946,0.20511206984519958
8,0.24270927906036377,0.19745586812496185
9,0.20395983755588531,0.19261804223060608
10,0.20222966372966766,0.1888640820980072
11,0.19917495548725128,0.1864984929561615
12,0.1735096573829651,0.18803828954696655
13,0.19944173097610474,0.18755285441875458
14,0.18803299963474274,0.18195444345474243
15,0.17723682522773743,0.18297767639160156
16,0.2016209065914154,0.17687028646469116
17,0.16115933656692505,0.1760961413383484
18,0.16382469236850739,0.1752883493900299
19,0.1863771229982376,0.17711272835731506
20,0.17334657907485962,0.1733289211988449
21,0.1657092571258545,0.17415587604045868
22,0.18093793094158173,0.17343419790267944
23,0.1866755187511444,0.17206943035125732
24,0.16986222565174103,0.16950277984142303
25,0.17033454775810242,0.16798710823059082
26,0.15798930823802948,0.16579507291316986
27,0.16607367992401123,0.1669214516878128
28,0.14867046475410461,0.16489246487617493
29,0.17015239596366882,0.16018611192703247
30,0.15036742389202118,0.16241246461868286
31,0.15451224148273468,0.15944433212280273
32,0.1665775626897812,0.1600893884897232
33,0.14380455017089844,0.16154737770557404
34,0.16084514558315277,0.1568552851676941
35,0.13222524523735046,0.15759611129760742
36,0.14880935847759247,0.15523038804531097
37,0.140595480799675,0.1539434939622879
38,0.15358079969882965,0.15946753323078156
39,0.1521659791469574,0.1575111597776413
40,0.14057551324367523,0.15277352929115295
41,0.12979239225387573,0.15179282426834106
42,0.13246682286262512,0.15422385931015015
43,0.12947426736354828,0.15101255476474762
44,0.12891431152820587,0.15110471844673157
45,0.14598308503627777,0.15010066330432892
46,0.13627734780311584,0.151551753282547
47,0.1246386393904686,0.14880555868148804
48,0.13708338141441345,0.14984674751758575
49,0.1301853209733963,0.14891000092029572
50,0.12192527204751968,0.14642462134361267
51,0.13212871551513672,0.14716795086860657
52,0.13119640946388245,0.14501668512821198
53,0.13309822976589203,0.14526991546154022
54,0.11710613965988159,0.14510568976402283
55,0.13792484998703003,0.14452272653579712
56,0.12869442999362946,0.14553096890449524
57,0.12794129550457,0.1445121467113495
58,0.12644962966442108,0.14838753640651703
59,0.12975554168224335,0.14661407470703125
60,0.12255802005529404,0.14277537167072296
61,0.11587255448102951,0.14170323312282562
62,0.1338193118572235,0.1420084685087204
63,0.12460911273956299,0.14254094660282135
64,0.12296687066555023,0.1426568180322647
65,0.13143746554851532,0.14252305030822754
66,0.14385882019996643,0.13648395240306854
67,0.12037492543458939,0.14305339753627777
68,0.12109296768903732,0.1380167305469513
69,0.1299954354763031,0.14396856725215912
70,0.1297963708639145,0.1362089067697525
71,0.11859013140201569,0.13934987783432007
72,0.11827722191810608,0.1443733125925064
73,0.1308102011680603,0.14318449795246124
74,0.12196163088083267,0.13972108066082
75,0.12368108332157135,0.13767103850841522
76,0.1237037181854248,0.1372508853673935
77,0.11158677935600281,0.1367942839860916
78,0.1063108965754509,0.1388051062822342
79,0.11282265186309814,0.13729265332221985
80,0.11836911737918854,0.14110958576202393
81,0.10505318641662598,0.13687390089035034
82,0.10998129844665527,0.13875089585781097
83,0.12210138142108917,0.1378767341375351
84,0.11493856459856033,0.13806910812854767
85,0.10999249666929245,0.1344291716814041
86,0.11869750916957855,0.1388876587152481
87,0.10626895725727081,0.13705551624298096
88,0.11321225762367249,0.13831111788749695
89,0.1206856444478035,0.13774491846561432
90,0.10427722334861755,0.1358986645936966
91,0.11606705188751221,0.14074376225471497
92,0.11493110656738281,0.13596804440021515
93,0.10110532492399216,0.14032922685146332
94,0.11940895020961761,0.13556843996047974
95,0.11459090560674667,0.13575783371925354
96,0.10850565880537033,0.1385946124792099
97,0.11386019736528397,0.1364787369966507
98,0.11058564484119415,0.1348751336336136
99,0.0938778817653656,0.1333923488855362
100,0.11144771426916122,0.14037436246871948
101,0.11301307380199432,0.13855807483196259
102,0.10913456976413727,0.13421647250652313
103,0.12874169647693634,0.13192670047283173
104,0.11158663779497147,0.14333531260490417
105,0.11299259960651398,0.13594821095466614
106,0.11131726950407028,0.13569585978984833
107,0.10239216685295105,0.13172446191310883
108,0.11053033173084259,0.13995781540870667
109,0.10498644411563873,0.1348751187324524
110,0.11247296631336212,0.13603730499744415
111,0.11235477775335312,0.13924744725227356
112,0.1043064221739769,0.13150788843631744
113,0.10146722942590714,0.13564278185367584
